"type","city","year","n"
"","","2008","12.66"
"","","2009","14.04"
"","","2010","22.1"
"","","2011","20.55"
"","","2012","19.82"
"","","2013","16.48"
"","","2014","14.03"
"","","2015","15.19"
"","","2016","19.3"
"","Sinop-57","1994","129000.0"
"","","1995","309000.0"
"","","1996","355000.0"
"","","1997","660000.0"
"","","1998","1464000.0"
"","","1999","2134000.0"
"","","2000","3016500.0"
"","","2001","3463000.0"
"","","2002","5000000.0"
"","","2003","10000.0"
"","","2004","10000.0"
"","","2005","10.34"
"","","2006","11.57"
"","","2007","12.0"
"","","2008","13.13"
"","","2009","15.56"
"","","2010","18.74"
"","","2011","21.24"
"","","2012","20.93"
"","","2013","17.54"
"","","2016","35.0"
"","Şırnak-73","1994","83000.0"
"","","1996","260000.0"
"","","1999","1720000.0"
"","","2000","3041667.0"
"","","2001","3437000.0"
"","","2002","4281000.0"
"","","2003","7000.0"
"","","2004","7500.0"
"","","2005","7.75"
"","","2006","8.33"
"","","2007","9.0"
"","","2008","12.66"
"","","2009","14.0"
"","","2011","21.52"
"","","2012","21.02"
"","","2013","19.18"
"","","2014","19.09"
"","","2015","19.9"
"","","2016","20.78"
"","Sivas-58","1994","115000.0"
"","","1995","298000.0"
"","","1996","375000.0"
"","","1997","672000.0"
"","","1998","1384000.0"
"","","1999","2063000.0"
"","","2000","2988000.0"
"","","2001","3098000.0"
"","","2002","5969000.0"
"","","2003","8472.0"
"","","2004","9847.0"
"","","2005","10.18"
"","","2006","11.43"
"","","2007","13.0"
"","","2008","12.81"
"","","2009","13.79"
"","","2010","19.35"
"","","2011","20.02"
"","","2012","20.85"
"","","2013","18.31"
"","","2014","17.18"
"","","2015","21.79"
"","","2016","24.74"
"","Tekirdağ-59","1994","187000.0"
"","","1995","309000.0"
"","","1996","381500.0"
"","","1997","747000.0"
"","","1998","1573000.0"
"","","1999","2496000.0"
"","","2000","3155667.0"
"","","2001","4065000.0"
"","","2002","5889000.0"
"","","2003","8495.0"
"","","2004","10801.0"
"","","2005","11.17"
"","","2006","11.2"
"","","2007","13.0"
"","","2008","13.06"
"","","2009","15.82"
"","","2010","20.72"
"","","2011","19.59"
"","","2012","19.21"
"","","2013","15.28"
"","","2014","17.75"
"","","2015","22.99"
"","","2016","24.3"
"","Tokat-60","1994","125000.0"
"","","1995","312000.0"
"","","1996","353500.0"
"","","1997","675000.0"
"","","1998","1411000.0"
"","","1999","2219000.0"
"","","2000","2692833.0"
"","","2001","3326000.0"
"","","2002","5145000.0"
"","","2003","8083.0"
"","","2004","9287.0"
"","","2005","9.6"
"","","2006","10.14"
"","","2007","7.1"
"","","2008","11.36"
"","","2009","13.8"
"","","2010","17.22"
"","","2011","16.75"
"","","2012","17.2"
"","","2013","14.98"
"","","2014","16.6"
"","","2015","21.59"
"","","2016","23.76"
"","Trabzon-61","1994","114000.0"
"","","1995","317000.0"
"","","1996","336500.0"
"","","1997","712000.0"
"","","1998","1401000.0"
"","","1999","2005000.0"
"","","2000","2535833.0"
"","","2001","3212000.0"
"","","2002","4468000.0"
"","","2003","8766.0"
"","","2004","8426.0"
"","","2005","8.71"
"","","2006","9.5"
"","","2007","12.0"
"","","2008","11.9"
"","","2009","12.36"
"","","2010","20.59"
"","","2011","19.43"
"","","2012","17.02"
"","","2013","16.34"
"","","2014","16.98"
"","","2015","22.74"
"","","2016","28.24"
"","Tunceli-62","1994","118000.0"
"","","1995","289000.0"
"","","1996","375000.0"
"","","1997","566000.0"
"","","1998","1413000.0"
"","","1999","2031000.0"
"","","2000","2365333.0"
"","","2001","3257000.0"
"","","2002","5067000.0"
"","","2003","7667.0"
"","","2004","9000.0"
"","","2005","9.31"
"","","2006","9.8"
"","","2007","13.0"
"","","2008","10.81"
"","","2009","13.22"
"","","2010","17.27"
"","","2011","17.22"
"","","2012","15.87"
"","","2013","14.17"
"","","2014","16.72"
"","","2015","20.61"
"","","2016","25.26"
"","Uşak-64","1994","151000.0"
"","","1995","323000.0"
"","","1996","385000.0"
"","","1997","630000.0"
"","","1998","1697000.0"
"","","1999","2456000.0"
"","","2000","3720667.0"
"","","2001","3357000.0"
"","","2002","6510000.0"
"","","2003","9918.0"
"","","2004","10472.0"
"","","2005","10.83"
"","","2006","11.0"
"","","2007","13.0"
"","","2008","12.09"
"","","2009","12.37"
"","","2010","19.25"
"","","2011","16.57"
"","","2012","14.27"
"","","2013","13.22"
"","","2014","16.98"
"","","2015","21.36"
"","","2016","22.5"
"","Van-65","1994","124000.0"
"","","1995","248000.0"
"","","1996","280000.0"
"","","1997","575000.0"
"","","1998","1150000.0"
"","","1999","1875000.0"
"","","2000","2346667.0"
"","","2001","3477000.0"
"","","2002","5000000.0"
"","","2003","7500.0"
"","","2004","10000.0"
"","","2005","10.34"
"","","2006","11.0"
"","","2007","8.0"
"","","2008","8.6"
"","","2009","12.26"
"","","2010","16.16"
"","","2011","15.46"
"","","2012","15.44"
"","","2013","14.49"
"","","2014","15.4"
"","","2015","20.21"
"","","2016","24.84"
"","Yalova-77","1995","294000.0"
"","","1996","335000.0"
"","","1997","717000.0"
"","","1998","1420000.0"
"","","1999","2846000.0"
"","","2000","2736000.0"
"","","2001","2700000.0"
"","","2002","5238000.0"
"","","2003","9417.0"
"","","2004","12200.0"
"","","2005","12.61"
"","","2006","12.38"
"","","2007","13.0"
"","","2008","12.54"
"","","2009","17.5"
"","","2010","19.4"
"","","2011","18.46"
"","","2012","15.94"
"","","2013","17.64"
"","","2014","20.2"
"","","2015","24.25"
"","","2016","25.01"
"","Yozgat-66","1994","125000.0"
"","","1995","276000.0"
"","","1996","354000.0"
"","","1997","654000.0"
"","","1998","1489000.0"
"","","1999","2078000.0"
"","","2000","3014167.0"
"","","2001","3523000.0"
"","","2002","6485000.0"
"","","2003","7788.0"
"","","2004","7992.0"
"","","2005","8.26"
"","","2006","11.67"
"","","2007","18.0"
"","","2008","14.39"
"","","2009","13.58"
"","","2010","21.02"
"","","2011","21.13"
"","","2012","19.58"
"","","2013","19.21"
"","","2014","20.19"
"","","2015","24.62"
"","","2016","30.35"
"","Zonguldak-67","1994","157000.0"
"","","1995","315000.0"
"","","1996","368000.0"
"","","1997","861000.0"
"","","1998","1555000.0"
"","","1999","2648000.0"
"","","2000","3324500.0"
"","","2001","3456000.0"
"","","2002","6259000.0"
"","","2003","8868.0"
"","","2004","9619.0"
"","","2005","9.95"
"","","2006","11.75"
"","","2007","14.0"
"","","2008","9.94"
"","","2009","12.53"
"","","2010","16.37"
"","","2011","15.52"
"","","2012","14.63"
"","","2013","13.65"
"","","2014","16.33"
"","","2015","29.07"
"","","2016","32.1"
"10.11.44.00.00. (Ham Post Ve Deriler (Koyun Ve Kuzuların)) - Adet Sayısı","Adana-1","2015","8.18"
"","","2016","5.31"
"","Adıyaman-2","2015","5.25"
"","","2016","5.79"
"","Afyonkarahisar-3","2015","7.81"
"","","2016","10.0"
"","Ağrı-4","2015","7.08"
"","","2016","6.75"
"","Aksaray-68","2015","6.0"
"","","2016","5.01"
"","Amasya-5","2015","4.26"
"","","2016","3.0"
"","Ankara-6","2015","6.71"
"","","2016","5.69"
"","Antalya-7","2015","6.85"
"","","2016","5.45"
"","Ardahan-75","2016","1.67"
"","Artvin-8","2015","3.5"
"","Aydın-9","2015","7.67"
"","","2016","5.0"
"","Balıkesir-10","2015","8.69"
"","","2016","7.82"
"","Bartın-74","2015","5.0"
"","Batman-72","2015","6.67"
"","","2016","7.42"
"","Bayburt-69","2015","6.87"
"","Bingöl-12","2015","6.97"
"","","2016","3.97"
"","Bitlis-13","2015","4.0"
"","","2016","4.47"
"","Burdur-15","2015","5.38"
"","","2016","5.5"
"","Bursa-16","2015","5.67"
"","","2016","7.57"
"","Çanakkale-17","2015","5.35"
"","","2016","4.62"
"","Çorum-19","2015","5.25"
"","","2016","3.81"
"","Denizli-20","2015","11.94"
"","","2016","6.96"
"","Diyarbakır-21","2015","8.21"
"","","2016","9.34"
"","Düzce-81","2015","9.0"
"","Elazığ-23","2015","7.58"
"","","2016","8.17"
"","Erzincan-24","2015","2.49"
"","","2016","3.15"
"","Erzurum-25","2015","4.41"
"","","2016","3.11"
"","Eskişehir-26","2015","5.52"
"","","2016","4.62"
"","Gaziantep-27","2015","8.72"
"","","2016","6.63"
"","Giresun-28","2015","4.86"
"","","2016","3.39"
"","Gümüşhane-29","2015","10.0"
"","","2016","10.0"
"","Hatay-31","2015","14.0"
"","","2016","15.0"
"","Iğdır-76","2015","5.42"
"","","2016","4.33"
"","Isparta-32","2015","4.06"
"","","2016","4.21"
"","İstanbul-34","2015","7.38"
"","","2016","7.0"
"","İzmir-35","2015","6.26"
"","","2016","7.05"
"","Kahramanmaraş-46","2015","9.9"
"","","2016","10.91"
"","Karaman-70","2015","9.46"
"","","2016","8.37"
"","Kars-36","2016","13.13"
"","Kastamonu-37","2015","6.0"
"","","2016","5.48"
"","Kayseri-38","2015","4.39"
"","","2016","3.86"
"","Kırıkkale-71","2015","3.84"
"","","2016","3.08"
"","Kırklareli-39","2015","12.53"
"","","2016","4.0"
"","Kırşehir-40","2015","7.75"
"","","2016","3.52"
"","Konya-42","2015","5.9"
"","","2016","4.3"
"","Kütahya-43","2015","8.25"
"","","2016","8.0"
"","Malatya-44","2015","5.94"
"","","2016","5.52"
"","Manisa-45","2015","9.83"
"","","2016","7.54"
"","Mardin-47","2015","6.67"
"","","2016","5.0"
"","Mersin-33","2015","13.0"
"","","2016","7.5"
"","Muğla-48","2015","6.67"
"","","2016","8.0"
"","Muş-49","2015","4.5"
"","","2016","4.19"
"","Nevşehir-50","2015","5.73"
"","","2016","4.08"
"","Niğde-51","2015","5.92"
"","","2016","4.57"
"","Ordu-52","2015","6.4"
"","","2016","6.85"
"","Rize-53","2015","6.2"
"","","2016","6.19"
"","Sakarya-54","2015","6.36"
"","","2016","3.85"
"","Samsun-55","2015","5.23"
"","","2016","4.04"
"","Şanlıurfa-63","2015","6.59"
"","","2016","9.15"
"","Siirt-56","2015","7.0"
"","","2016","7.0"
"","Şırnak-73","2015","5.0"
"","","2016","5.0"
"","Sivas-58","2015","5.85"
